formula,Temperature,ThermalCond W/m.K
LaFePO,0.5,0.27
LaFePO,300.0,2.4
LaFeAsO0.9F0.1,300.0,1.0
LaFeAsO0.9F0.1,5.0,0.5
TbMnO3,41.0,3.0
TbMnO3,41.0,3.6
TbMnO3,41.0,2.27
TbMnO3,41.0,2.87
Ga0.05SnBi1.95Te4,320.0,1.31
In0.07SnBi1.93Te4,320.0,0.79
Ba3NbFe3[SiO4]2O6,200.0,1.09
Sr0.2La0.5Sm0.3MnO3,300.0,1.85
Sr0.3Pr0.7MnO3,298.0,3.12
CuY0.9Tb0.1,35.0,5.3
CuY0.9Tb0.1,35.0,4.8
Ca0.5La0.5Cr0.08Mn0.92O3,290.0,2.1
Ca0.5La0.5Cr0.08Mn0.92O3,10.0,7.7
Sr0.05Ag0.25La0.7MnO3,40.0,0.85
Sr0.05Ag0.25La0.7MnO3,298.0,1.34
Fe0.05Co0.95Sb2.875Te0.125,423.0,2.88
Ba0.16Sr0.08Pr0.009Nd0.171Yb0.05Fe2.6Ni1.4Sb12,298.0,1.55
Ba0.18Pr0.015Nd0.285Yb0.04Fe3.1Ni0.9Sb12,300.0,1.8
PrCo0.5Ni0.5O3,350.0,1.133
PrCo0.5Ni0.5O3,300.0,1.12
CsBi4Te6,298.0,0.6
CsBi4Te6,298.0,1.94
Sr2YRuO6,400.0,0.4
Cr0.1Mn0.9Al0.67Si1.33,373.0,4.0
Cr0.1Mn0.9Al0.67Si1.33,773.0,5.3
Ce0.5Fe2Co2Sb12,500.0,1.46
Ce0.25Yb0.25Fe1.5Co2.5Sb12,298.0,4.1
Ce0.25Yb0.25Fe1.5Co2.5Sb12,298.0,2.45
CsNa2Ge17,298.0,5.2
BaFe2AsP,1.0,0.248
BaFe2AsP,1.0,0.246
CaMo0.1Mn0.9O3,298.0,2.4
Sr5Nb5O17,298.0,6.0
Sr5Nb5O17,298.0,0.6
Ca4IrO6,298.0,1.08
Ca4IrO6,620.0,0.8
Na0.32CoO2,298.0,21.12
Na0.75CoO2,973.0,2.2
Na0.75CoO2,298.0,3.7
AgLaSb2,298.0,12.0
BaLaMn2O6,210.0,3.0
BaLaMn2O6,210.0,3.4
LaRh0.5Ni0.5O3,300.0,2.0
Ca0.8Mg0.2Mn0.1Fe1.9Al2[SiO4]3,298.0,10.0
Ca3ZnCoO6,300.0,3.25
K2Bi8S13,6.0,2.53
K2Bi8S13,13.0,3.87
K2Bi8S13,287.0,3.11
Al2[SiO4]F2,315.0,17.7
Al2[SiO4]F2,417.0,13.3
Al2[SiO4]F2,358.0,15.6
La0.74Fe2.74Co1.26Sb12,298.0,3.05
La0.74Fe2.74Co1.26Sb12,745.0,2.1
La0.74Fe2.74Co1.26Sb12,300.0,2.8
LiAlO2,0.2,0.0013
LiAlO2,14.0,0.8
LiAlO2,80.0,1.7
Sr2.67Ho1.33Co4O10.8,300.0,0.8
Na0.75CoO2,300.0,3.65
Na0.75CoO2,298.0,1.32
Na0.75CoO2,300.0,3.4
Na0.75CoO2,723.0,2.98
Na0.75CoO2,300.0,3.94
AuCrTe4,298.0,4.0
Ag5Te2Cl,298.0,0.204
Ag5Te2Cl,331.8,0.5954
Sc0.20Ti0.80NiSn,298.0,3.5
EuFe4Sb12,100.0,6.38
EuFe4Sb12,100.0,6.39
Ca2Co2.62O6.24,300.0,2.775
Sn0.5Sb0.5O2,298.0,3.5
Sr0.3Gd0.7CoO3,5.0,0.1
Sr0.3Gd0.7CoO3,100.0,1.61
Sr0.3Gd0.7CoO3,300.0,2.75
Sr0.3Gd0.7CoO3,350.0,3.16
Ag0.5Bi0.5Se0.5S0.5,300.0,0.85
Zn6Pr2Ge3,100.0,1.12
Zn6La2Ge3,100.0,1.56
Zn6Sm2Ge3,100.0,1.56
Zn6Nd2Ge3,100.0,1.87
Ba2Nd2Co4O11,298.0,1.4
Ca0.5Tb0.5MnO3,293.0,1.58
Ca0.5Tb0.5MnO3,673.0,1.72
Ca0.5Tb0.5MnO3,973.0,1.83
CaPtO3,298.0,0.05
Zn1.37Sm6Sb14,298.0,1.35
Zn1.37Sm6Sb14,675.0,1.55
Zn1.71Gd6Sb14,298.0,1.31
Zn1.71Gd6Sb14,675.0,1.46
Zn1.38Dy6Sb14,298.0,1.51
Zn1.38Dy6Sb14,675.0,1.68
Zn1.46Tb6Sb14,298.0,1.41
Zn1.46Tb6Sb14,675.0,1.52
Zn1.30Ho6Sb14,298.0,1.54
Zn1.30Ho6Sb14,675.0,1.92
Co2Sn3Te3,298.0,1.3
BaLuCo4O7,298.0,0.6
Si32.5P10.5Te5.25,298.0,1.42
Yb5Al2Sb6,300.0,3.89
SmGe5,298.0,10.5
NdGe5,298.0,10.5
GdGe5,298.0,10.5
BaIrO3,199.0,0.9
Sr0.85Yb4.15Al2Sb6,298.0,2.5
Y0.25Zr0.75NiSn,373.0,4.8
Cu0.335Si0.645P,298.0,5.37
Cu0.33Ge0.67P,298.0,5.42
Yb14MnGe0.06Sb10.9,298.0,0.98
Yb14MnGe0.06Sb10.9,1200.0,1.19
Ba4Ni1.75Ge21.05,298.0,2.01
Zn11.6Ru4Sn2.9,298.0,3.53
Zn11Ru3Sb,298.0,3.72
Sr0.2Ca0.3La0.5MnO3,260.0,1.07
Sr0.2Ca0.3La0.5MnO3,70.0,1.07
Tl4.7La0.3Te3,375.0,0.47
In2.0Sn8.9As10.85I4,330.0,0.33
In2.0Sn8.9As10.85I4,298.0,0.36
In2.0Sn8.9As10.85I4,298.0,0.36
Zn2EuSb2,298.0,2.6
Zn2EuSb2,314.0,2.48
Zn2EuSb2,713.0,1.31
PrFe0.5Ru0.5AsO,298.0,2.37
PrFe0.5Ru0.5AsO,50.0,1.52
K2Ba2Zn3Ge20,1000.0,1.96
K2Ba2Zn3Ge20,298.0,2.57
K4Zn2Ge21,900.0,2.0
K4Zn2Ge21,298.0,3.08
V2MnO4,52.0,2.5
V2MnO4,17.0,11.5
CuMn0.2In0.8Se2,560.0,1.8
EuTiO3,200.0,2.3
CrN0.9O0.1,265.0,2.7
Cu10Mn2Sb4S13,298.0,0.4
Cu10Fe2Sb4S13,298.0,0.385
ZnCr2O4,12.0,2.5
YB28.5C4,570.0,1.9
Ba4Ga8Sn15,300.0,0.39
Ba4Ga8Sn15,150.0,0.99
Ba4Ga8Sn15,150.0,0.75
Sr2LaCrMnO6.96,13.0,0.42
Sr2LaCrMnO6.96,105.0,1.98
Sr2LaCrMnO6.96,169.0,1.69
Sr2LaCrMnO6.96,232.0,2.12
Sr2LaCrMnO6.96,295.0,2.95
Sr2LaCrMnO6.96,351.0,3.8
CuBiSeO,300.0,0.54
Gd3Yb2Ga3O12,298.0,5.02
La0.9Cr0.1Mn0.9Te0.1O3,200.0,0.85
Na[BH4],180.0,1.59
Na[BH4],180.0,2.59
Cu11NiSb4S13,298.0,0.385
BaLaSi2,298.0,1.2
CaIrO3,298.0,2.7
CaIrO3,800.0,1.2
CaIrO3,1023.0,1.25
CaIrO3,298.0,16.0
Ba2CuTl2O6,0.055,0.00066
Ba2CuTl2O6,0.97,0.066
Ba2AgCo2Bi2O9,300.0,2.36
CuPb0.2Bi0.8SeO,823.0,0.53
Nd0.005Gd0.498Lu0.497[VO4],303.0,6.7
Nd0.005Gd0.498Lu0.497[VO4],303.0,7.3
SrPrCoO4,298.0,3.26
Sr0.05Ca0.45La0.2Nd0.3MnO3,300.0,3.44
Li[BH4],150.0,2.92
CaCoO3,298.0,3.48
CaCoO3,298.0,3.4
CaCoO3,298.0,2.95
CaCoO3,1000.0,2.83
CaCoO3,1078.0,1.69
CaCoO3,300.0,2.35
Ho3MnGa4O12,298.0,7.58
Ho3MnGa4O12,50.0,5.08
K0.54Sn3.54Bi11.46Se21,298.0,0.82
K1.46Pb3.08Bi11.46Se21,298.0,1.6
Rb0.69Pb3.69Bi11.31Se21,298.0,0.89
Cs0.65Pb3.65Bi11.35Se21,298.0,1.0
Ho2B31C2N2,570.0,1.49
Mo3Sb5.4Te1.6,360.0,4.0
Mo3Sb5.4Te1.6,1000.0,2.7
Mo3Sb5.4Te1.6,320.0,4.5
Ca0.8Ho0.2MnO3,293.0,2.04
Ca0.8Ho0.2MnO3,673.0,2.16
Ca0.8Ho0.2MnO3,973.0,2.24
Ca0.5Yb0.5MnO3,293.0,1.74
Ca0.5Yb0.5MnO3,673.0,1.61
Ca0.5Yb0.5MnO3,973.0,1.6
Sr0.6Ca0.4Mo0.04Mn0.96O3,298.0,1.8
Sr0.3Ca0.7Mo0.04Mn0.96O3,298.0,1.62
Rh0.6Te0.4O2,320.0,0.09
Rh0.6Te0.4O2,806.0,0.91
[H2O],298.0,1.85
Ba0.1Pr0.9MnO3,300.0,2.7
VFeSb,298.0,10.8
Ni1.5In0.5Sb0.5,298.0,2.3
Ni1.5In0.5Sb0.5,330.0,11.5
[H2],13.2,0.2
[D2],18.6,0.36
Rb2Sn11,298.0,1.4
Ca0.33La0.57Y0.10MnO3,190.0,0.78
Ca0.33La0.57Y0.10MnO3,70.0,0.81
YbGa6Te10,25.0,0.73
Ag0.5Sb0.5Te0.5Se0.5,325.0,0.586
Ag0.5Sb0.5Te0.5Se0.5,298.0,0.47
LuMnO3,100.0,6.7
Gd2ZrTiO7,293.0,1.63
Gd2ZrTiO7,1073.0,1.45
Fe0.76Ni2.16Ga1.08,50.0,4.3
Fe0.76Ni2.16Ga1.08,250.0,8.8
La0.19Ce0.35Pr0.03Nd0.11Fe3CoSb12,298.0,2.5
La0.21Ce0.39Pr0.04Nd0.12Fe4Sb12,298.0,2.8
La0.21Ce0.39Pr0.04Nd0.12Fe4Sb12,298.0,3.3
Sr2ErRuO6,400.0,0.25
Sr2ErRuO6,833.0,0.24
Sr2ErRuO6,473.0,0.3
Sr2.8Y1.2Co4O10.48,300.0,2.0
Ba2Cu2.98Y0.996Pr0.004Fe0.02O6.9,298.0,3.5
Sr0.9Ce0.1MnO3,6.0,0.27
Sr0.9Ce0.1MnO3,304.0,3.67
Sr0.9Ce0.1MnO3,323.0,4.33
Sr0.9Ce0.1MnO3,353.0,5.6
Sr2Ca2Cu3Bi2O10,100.0,0.86
Sr2Ca2Cu3Bi2O10,200.0,0.9
Sr2Ca2Cu3Bi2O10,4.5,0.09
SmFeAsO0.9F0.1,5.0,0.4
SmFeAsO0.9F0.1,298.0,2.0
BaCu2Te2,297.0,2.2
BaCu2Te2,88.9,2.8
BaCu2Te2,298.0,2.0
LaFeAsO,60.0,2.0
Sr1.9La0.1TiO4,298.0,4.5
Sr2.7La0.3Ti2O7,298.0,4.7
Sr0.5Eu0.5MnO3,150.0,0.82
Sr0.5Eu0.5MnO3,150.0,0.76
K0.5Ba0.5Fe2As2,0.15,0.00053
K0.5Ba0.5Fe2As2,0.1,0.0002
K0.5Ba0.5Fe2As2,0.1,0.00079
K0.5Ba0.5Fe2As2,0.15,0.0015
K0.5Ba0.5Fe2As2,120.0,4.2
Sr0.9Nd0.1MnO3,90.0,1.4
Mg0.05CuCr0.95O2,298.0,7.18
SmFeAsO,131.0,12.0
SmFeAsO,6.0,2.0
Ba4Zn1.5Pd1.5Ge20,298.0,1.38
Ba4Cu1.5Zn1.5Ge20,298.0,1.59
Ba4Zn3.6Ge9.95Si9.45,298.0,3.28
Na5.70Ge24.62,298.0,1.6
LaCo0.9Rh0.1O3,323.0,1.5
LaCo0.5Rh0.5O3,323.0,0.63
CuZr1.86S4,298.0,0.807
CuZr1.86S4,80.0,0.958
Ba3.65Sr0.35Al7Si15.5,300.0,2.3
Ca2Zn0.05Fe1.95O5,373.0,2.2
BaErCo4O7,298.0,0.64
BaTmCo4O7,298.0,0.41
BaDyCo4O7,298.0,0.66
HfTiInC,450.0,19.8
HfTiInC,1350.0,23.4
VFe2Al0.5Si0.5,300.0,13.64
VFe2Al0.5Si0.5,100.0,19.9
VFe2Al0.5Si0.5,298.0,11.7
VFe2Al0.5Si0.5,298.0,6.29
VFe2Al0.5Si0.5,298.0,16.0
VFe2Al0.5Si0.5,300.0,21.3
Ca0.3La0.7Mn0.95Ga0.05O3,13.0,3.35
Ca0.3La0.7Mn0.95Ga0.05O3,21.0,3.81
Ca0.3La0.7Mn0.95Ga0.05O3,88.0,2.3
Ca0.3La0.7Mn0.95Ga0.05O3,303.0,3.42
Ca0.3La0.7Mn0.95Ga0.05O3,12.0,2.18
Ca0.3La0.7Mn0.95Ga0.05O3,48.0,3.14
Ca0.3La0.7Mn0.95Ga0.05O3,90.0,2.4
Ca0.3La0.7Mn0.95Ga0.05O3,302.0,3.76
CsPb3Bi3Te8,298.0,1.5
CsPb4Bi3Te9,298.0,1.5
Sr0.5RhO2,300.0,3.0
Sr0.5RhO2,1000.0,2.0
SrOs4Sb12,120.0,2.7
BaOs4Sb12,120.0,2.4
Mg1.5Fe1.5Al2[SiO4]3,2.7,6.0
Mg1.5Fe1.5Al2[SiO4]3,300.0,4.0
Mg1.5Fe1.5Al2[SiO4]3,27.0,20.0
Fe3Al2[SiO4]3,315.0,35.8
Fe3Al2[SiO4]3,358.0,35.4
Fe3Al2[SiO4]3,377.0,35.6
Ca0.3Nd0.7CoO3,298.0,0.53
In0.1Ge0.8Sb0.033Te,328.0,1.2
Co4In0.2Sb12,298.0,3.09
Co4In0.2Sb12,615.0,2.46
Co4In0.2Sb12,325.0,2.99
Yb2Sn2O7,300.0,2.9
Yb2Sn2O7,1273.0,2.1
Yb2Sn2O7,320.0,6.5
Yb2Sn2O7,1273.0,1.6
Yb2Sn2O7,298.0,3.1
Sr0.5Ca0.5B6,900.0,9.0
Ba2Cu2.94Pr0.05Gd0.95Mn0.06O7,298.0,3.05
Ba2Cu2.94Pr0.05Gd0.95Fe0.06O7,298.0,3.25
Ba2Cu2.94Pr0.05Gd0.95Ni0.06O7,298.0,3.2
Ba2Cu2.94Zn0.06Pr0.05Gd0.95O7,298.0,3.03
Sr0.3Pr0.7Nb0.01Mn0.99O3,298.0,2.5
Zn6.67Sb4.925I0.075,298.0,1.1
La0.8Y0.1MnTe0.1O3,206.0,0.173
La0.8Y0.1MnTe0.1O3,298.0,0.265
La0.8Ho0.1MnTe0.1O3,210.0,0.116
La0.8Ho0.1MnTe0.1O3,298.0,0.235
La0.9MnTe0.1O3,150.0,2.33
La0.9MnTe0.1O3,10.0,1.3
La0.9MnTe0.1O3,193.0,5.45
La0.9MnTe0.1O3,246.0,4.8
La0.9MnTe0.1O3,353.0,8.2
La0.6Co3.6Ni0.4Sb12,303.0,3.1
La0.6Co3.6Ni0.4Sb12,773.0,2.3
TbFeAsO,298.0,8.8
Pr0.67Fe3CoSb12,298.0,2.17
Pr0.71Fe3.5Ni0.5Sb12,298.0,1.85
CaCo2O4,390.0,6.3
Ca0.2Co4Sb12,725.0,3.5
Ca0.2Co4Sb12,298.0,5.7
Ca0.2Co4Sb12,300.0,5.5
Ca0.2Co4Sb12,12.0,2.5
Ca0.2Co4Sb12,70.0,8.4
Ca0.2Co4Sb12,303.0,5.8
Ca0.2Co4Sb12,10.0,1.26
Ca0.2Co4Sb12,800.0,3.26
Ca0.1La0.6Co4Sb12,725.0,3.4
Ca0.1La0.6Co4Sb12,298.0,4.2
BaFe1.92Co0.08As2,1.8,0.23
BaFe1.92Co0.08As2,1.8,0.16
BaFe1.92Co0.08As2,23.0,4.38
BaFe1.92Co0.08As2,100.0,10.0
BaFe1.92Co0.08As2,5.0,-0.0023
BaFe1.92Co0.08As2,30.0,-0.0115
BaFe1.92Co0.08As2,0.2,0.00018
Mg0.05Mn0.15Fe0.84Al1.92Si0.02O4,2.7,1.5
Mg0.05Mn0.15Fe0.84Al1.92Si0.02O4,300.0,4.0
Mg0.05Mn0.15Fe0.84Al1.92Si0.02O4,298.0,30.0
K2CuCl4[H2O]2,0.3,500.0
K2CuCl4[H2O]2,1.0,16.0
K2CuCl4[H2O]2,0.3,0.6
K2CuCl4[H2O]2,1.0,5.0
Hf0.5Zr0.5NiSn,298.0,2.7
LaFe11.44Si1.56H1.6,300.0,8.8
Zr0.9Nb0.1NiSn,320.0,9.76
Hf0.35Zr0.35Ti0.3Ni2Sn,65.0,3.56
Hf0.35Zr0.35Ti0.3Ni2Sn,298.0,3.25
Nd0.01Yb0.99[VO4],298.0,3.9
Nd0.01Yb0.99[VO4],298.0,5.1
Sr2CaCu2Pb0.4Bi1.6O7.8,298.0,2.27
Sr2Ca2Cu3Pb0.5Bi1.3Sb0.2O9.75,150.0,0.64
Sr2Ca2Cu3Pb0.5Bi1.3Sb0.2O9.75,60.0,0.7
Sr2Ca2Cu3Pb0.5Bi1.3Sb0.2O9.75,10.0,0.15
Sr2Ca2Cu3Pb0.5Bi1.3Sb0.2O9.75,63.0,0.58
Sr2Ca2Cu3Pb0.5Bi1.3Sb0.2O9.75,90.0,0.465
Sr2Ca2Cu3Pb0.5Bi1.3Sb0.2O9.75,150.0,0.58
Ba4Ga8Ge8.58Si6.42,298.0,1.3
Ba4Ga8Ge8.58Si6.42,60.0,1.0
Sr2CaCu1.96V0.04Bi2O8,100.0,0.33
Sr2CaCu1.96V0.04Bi2O8,200.0,0.38
Sr2CaCu1.96V0.04Bi2O8,4.5,0.06
Sr0.95Y0.05TiO3,1073.0,4.85
Sr0.95Y0.05TiO3,1073.0,5.35
NbSe2,,2.5
[C60],,0.2
[C60],160.0,0.38
[C60],150.0,111.0
AgSbO3,873.0,0.825
Yb2Pt3Sn5,4.2,1.2
Yb2Pt3Sn5,298.0,10.0
Zn6Ce2Ge3,100.0,2.54
Ru0.5Co2.5O3.87,1073.0,2.0
He,0.03,0.1
He,0.1,1.0
He,0.5,30.0
He,0.6,25.0
He,1.0,2.0
He,1.5,0.57
He,2.0,0.21
He,0.5,42.0
He,0.8,120.0
He,1.0,24.0
He,2.0,0.18
He,1.0,60.0
He,0.76,230.0
He,1.0,2000.0
He,0.8,1300.0
He,0.05,0.03
He,0.5,70.0
Ba6[C60],300.0,3.13
Ba6[C60],1000.0,5.5
Au2YSi2,40.0,8.42
Ni5.66SbTe2,298.0,5.0
Ni5.66SbTe2,80.0,3.2
AgBi2.7Sb0.3S5,300.0,1.61
Zn13Sb10,100.0,3.46
Zn13Sb10,35.0,2.61
Zn13Sb10,5.0,0.31
Zn13Sb10,35.0,2.62
Zn13Sb10,35.0,2.58
Ba2CoO4,20.0,1.03
Sn12P9.65I4,100.0,1.3
Sn12P9.65I4,298.0,0.86
K0.95Li0.05TaO3,10.0,1.0
CeRu4Sn6,20.0,8.6
CeRu4Sn6,90.0,4.5
LaPdBi,298.0,4.1
CeRhAs,298.0,3.4
CeRhAs,235.0,2.4
CeRhAs,235.0,3.0
CeRhAs,298.0,4.1
CeRhAs,235.0,1.5
CeRhAs,298.0,2.7
Ca1.7Nd0.3Al2.3Si0.7O7,298.0,2.2
Ca4.74Ir3O12,298.0,1.08
Ca4.74Ir3O12,620.0,0.8
[NH4]2Mn[SO4]2[H2O]6,0.176,0.0002
Cu0.8Zn0.2La2O4,40.0,2.1
Yb0.4Fe2Ni2Sb12,298.0,2.89
Yb0.4Fe2Ni2Sb12,298.0,1.37
Ce0.5Yb0.5Fe4Sb12,298.0,2.8
Ce0.6Fe2.9Ni1.1Sb12,298.0,2.08
Ce0.6Fe2.9Ni1.1Sb12,800.0,2.98
Na1.72Li0.30Al10.66O17,500.0,2.5
Mg1.5Zn1.5Sb2,298.0,1.16
Zn9In2O12,500.0,3.8
[NH4]2CuCl4[H2O]2,1.0,2.0
[NH4]2CuCl4[H2O]2,1.0,8.0
[NH4]2CuCl4[H2O]2,0.3,0.3
[NH4]2CuCl4[H2O]2,0.3,0.3
SmCo0.5Ni0.5O3,560.0,1.925
BaBi2Se4,298.0,1.2
Rb2Bi8Se13,298.0,1.6
Zn6Sb5,10.0,3.5
Ag0.66Sn0.67Sb0.67Te2,300.0,123.0
Ag1.32Sn1.33Sb1.35Te4,300.0,123.0
Nd0.7Eu0.3NiO3,200.0,1.6
Mn0.125Bi0.75Te1.125,25.0,4.66
Sr0.9La0.1Ti0.9Nb0.1O3,323.0,7.79
Sr0.9La0.1Ti0.9Nb0.1O3,320.0,5.1
Pr0.3CoO2,370.0,1.0
Sr0.025Dy0.975CoO2.95,370.0,0.68
Sr0.025Dy0.975CoO2.95,673.0,0.49
Ca0.03ZnLa0.97SbO,390.0,1.15
Ca0.03ZnCe0.97SbO,390.0,0.78
Sr0.03ZnLa0.97SbO,390.0,0.9
Sr0.04ZnCe0.96SbO,390.0,0.9
Fe0.98Os0.02Si,200.0,6.5
Ba0.95La0.05SnO3,298.0,9.6
Ba0.95La0.05SnO3,1073.0,4.0
Ba0.075Sr0.025Yb0.1Co4Sb12,300.0,2.3
Ba0.075Sr0.025Yb0.1Co4Sb12,300.0,0.64
Ba0.075Sr0.025Yb0.1Co4Sb12,300.0,3.57
Ba0.075Sr0.025Yb0.1Co4Sb12,298.0,3.54
ZnSb2O6,673.0,1.01
ZnSb2O6,298.0,0.83
TiFe0.3Co0.7Sb,300.0,12.6
Cu22Bi12S21Cl16,295.0,0.85
Y0.2Ce0.4Zr0.4O1.9,373.0,3.25
N0.0094O0.9906,8.5,5.0
N0.0094O0.9906,3.2,1.0
La0.72Pr0.18MnTe0.10O3,150.0,1.72
La0.54Pr0.36MnTe0.10O3,150.0,0.85
Pr0.90MnTe0.10O3,150.0,0.53
VFe2Al0.8Ge0.2,300.0,17.4
LaGdZr2O7,293.0,1.52
LaGdZr2O7,473.0,1.44
LaGdZr2O7,873.0,1.41
Ca0.18Co3.94Ni0.06Sb12,15.0,1.9
Ca0.18Co3.94Ni0.06Sb12,800.0,3.92
CsBi4Te4.98Se1.02,298.0,1.3
CsBi3.55Sb0.45Te6,298.0,1.88
Ag3Mo15In2Se19,300.0,0.8
Cu5UIn,298.0,6.31
Cu5UIn,298.0,7.54
Cu5UIn,298.0,5.37
Cu5UIn,298.0,10.61
CoGe0.75Sb1.5Te0.75,298.0,3.85
Co[CO3],100.0,30.0
CoSn0.003Sb2.997,700.0,2.1
Ce2Ni2.5Pd0.5Si5,100.0,4.73
Cu0.5Ce2Ni2.5Si5,100.0,3.81
Ce2Co0.5Ni2.5Si5,100.0,5.21
Np0.5Pu0.5N,1600.0,115.0
U0.50Np0.50N,1600.0,22.0
Sr0.5Ca0.5MnO3,298.0,1.78
Sr0.333La0.333Ti0.667Ta0.333O3,320.0,5.6
Sr0.333La0.333Ti0.667Ta0.333O3,328.0,5.5
Yb5In2Sb6,,1.7
Sr0.67Ti0.33Ta0.67O3,752.0,4.3
Ca8Cu24La6O41,5.0,3.0
Ca8Cu24La6O41,300.0,36.0
Ca8Cu24La6O41,5.0,3.0
Ca8Cu24La6O41,300.0,37.0
Ca8Cu24La6O41,300.0,37.0
Ca8Cu24La6O41,5.0,3.0
Eu4Ga8Ge15,10.0,0.23
KSb5S8,8.0,2.21
Cs0.5Pb0.5Bi1.5Te3,298.0,1.6
CsPb2Bi3Te7,298.0,1.8
TiBi0.10S2,250.0,2.12
TiBi0.10S2,250.0,1.25
Ba6Ga1.5Ge23.5,298.0,1.14
Ba4Ga1.5Ge21.5,298.0,1.81
Ba4Ga1.5Ge21.5,1000.0,1.37
Ba4Ga1.5Ge21.5,300.0,2.8
Ba4Ga1.5Ge21.5,773.0,2.57
Ba4Ga1.5Ge21.5,973.0,3.43
Ca0.18Ce0.12Fe1.45Co2.55Sb12,700.0,0.82
Yb11Ge0.5Sb9.3,298.0,0.846
Hg2Ru2O7,200.0,3.5
Ba0.13Co4In0.14Sb11.75,298.0,2.76
Ba0.13Co4In0.14Sb11.75,673.0,1.14
Ba0.13Co4In0.14Sb11.75,673.0,2.54
Ba0.13Co4In0.14Sb11.75,314.9,2.78
Ba0.2CuLa1.8O4,7.6,0.255
Ba0.2CuLa1.8O4,65.0,1.526
RbMnF4,83.0,23.8
RbMnF4,0.25,0.14
RbMnF4,15.0,200.0
RbMnF4,80.0,15.0
RbMnF4,0.45,0.13
RbMnF4,15.0,180.0
RbMnF4,21.0,115.0
RbMnF4,0.087,0.0107
RbMnF4,0.39,0.55
RbMnF4,0.102,0.016
RbMnF4,0.39,0.6
Cd4Sb3,12.0,4.3
Cd4Sb3,298.0,0.8
LaFeAsO0.9F0.1,60.0,1.3
PrFeAsO,80.0,4.88
Zn6.74Bi0.13Sb4.87,323.0,0.734
Xe4[H2O]23,2.0,0.09
Xe4[H2O]23,50.0,0.7
Cd5.15In0.75Sb5,298.0,0.74
Cu2SnSe3,303.0,3.1
Rb4Cd6.35Sb9,298.0,0.49
Zn83.4Ru13Sb12,298.0,3.65
Zn67Ru26Sb24,298.0,1.6
Zn7Ru9Sb8,298.0,3.0
Pr0.02Nd0.42Fe2.1Co1.9Sb12,298.0,2.0
Pr0.004Nd0.076Co4Sb12,298.0,2.7
Pr0.03Nd0.65Fe3NiSb12,298.0,2.2
Pr0.04Nd0.82Fe4Sb12,298.0,2.33
Pr0.04Nd0.82Fe4Sb12,297.0,3.2
Na0.5Co0.95Pd0.05O2,730.0,2.86
Na0.5Co0.95Pd0.05O2,298.0,3.24
Na0.5Co0.95Rh0.05O2,723.0,2.22
Na0.5Co0.95Rh0.05O2,298.0,2.69
Cs0.38Cu2.62CeTe3,660.0,1.04
Cs0.38Cu2.62CeTe3,298.0,1.43
Cs0.38Cu2.62LaTe3,614.0,1.07
Cs0.38Cu2.62LaTe3,298.0,1.42
Cs0.36Cu2.64PrTe3,660.0,1.14
Cs0.36Cu2.64PrTe3,298.0,1.66
Zn3Ru2Sn2,298.0,7.7
Zn5.85Ru4.15Sn4.96,298.0,4.4
Na2LiCo3O6,300.0,2.0
BaCu5.93Te6Se,340.0,0.5
ZrCoSn0.67Sb0.33,340.0,9.9
ZrNiSn0.48Sb0.52,373.0,8.0
NaCo0.4Ni0.6O2,298.0,14.7
NaCo0.4Ni0.6O2,298.0,1.7
La0.7Yb2.3Co4Ge13,300.0,10.0
CeYb2Co4Ge13,300.0,14.0
Tl4.75Ho0.25Te3,500.0,1.15
Tl4.485Ce0.515Te3,500.0,1.1
Tl4.5Tb0.5Te3,500.0,1.05
Tl4.46Pr0.54Te3,500.0,0.95
Tl4.74Er0.26Te3,500.0,1.28
Tl4.495Sm0.505Te3,500.0,0.7
Mo3Sb7,29.0,2.14
Ca0.3Y0.105Pr0.595CoO3,298.0,2.7
Ca2.5La0.5Mn2O7,298.0,0.669
Ca3Mn2O7,298.0,0.47
Ca3Mn2O7,1073.0,1.14
Ag0.5In0.25Sb0.25Te,300.0,0.42
TbMnO3,27.0,3.0
TbMnO3,27.0,3.83
TbMnO3,27.0,2.38
TbMnO3,27.0,2.77
FeSb2.2Te0.8,298.0,2.18
Y2.30Ce0.05Gd0.65Al5O12,298.0,9.2
Fe0.15Ru0.85Al1.95Si0.05,300.0,10.05
Fe0.15Ru0.85Al1.95Si0.05,973.0,7.95
Mn0.05Fe0.1425Ru0.8075Al2,300.0,12.2
Mn0.05Fe0.1425Ru0.8075Al2,973.0,6.95
Mg2.1Cd0.9Sb2,298.0,1.15
Fe1.10Co0.02Te,293.0,5.5
Fe1.10Co0.02Te,612.0,4.4
Fe1.10Co0.02Te,812.0,5.4
Ca0.5La0.5V0.1Mn0.9O3,225.0,14.3
Ba0.33La0.67Mn0.93Sb0.07O3,298.0,2.76
Ba0.33La0.67Mn0.93Sb0.07O3,273.0,2.66
CaMo0.1Mn0.9O3,50.0,0.48
U0.67Pu0.3Am0.03O2,892.0,4.0
U0.67Pu0.3Am0.03O2,1773.0,2.04
U0.67Pu0.3Am0.03O2,871.0,2.68
Cd2EuSb2,298.0,1.4
Na0.5Y0.475Yb0.025[WO4],303.15,1.062
Na0.5Y0.475Yb0.025[WO4],303.15,1.166
Rb4Sn22,400.0,2.2
Sb2Te2S,298.0,1.4
Rh4In0.1Sb12,305.0,9.6
